"id","parent_id","domain_id","is_standard","type","subtype","concept_id","code","name","value","est_count","is_group","is_selectable","has_attribute","has_hierarchy","has_ancestor_data","path","synonyms","full_text"
14000000016,14000000001,"DRUG",1,"ATC","",21600002,"A01","Stomatological preparations","",152460,1,1,0,1,1,14000000001.14000000016,"","STOMATOLOGICAL PREPARATIONS|[drug_rank1]"
14000000017,14000000001,"DRUG",1,"ATC","",21600046,"A02","Drugs for acid related disorders","",145740,1,1,0,1,1,14000000001.14000000017,"","DRUGS FOR ACID RELATED DISORDERS|[drug_rank1]"
14000000018,14000000001,"DRUG",1,"ATC","",21600127,"A03","Drugs for functional gastrointestinal disorders","",74140,1,1,0,1,1,14000000001.14000000018,"","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS|[drug_rank1]"
14000000019,14000000001,"DRUG",1,"ATC","",21600490,"A04","Antiemetics and antinauseants","",105400,1,1,0,1,1,14000000001.14000000019,"","ANTIEMETICS AND ANTINAUSEANTS|[drug_rank1]"
14000000020,14000000001,"DRUG",1,"ATC","",21600509,"A05","Bile and liver therapy","",7120,1,1,0,1,1,14000000001.14000000020,"","BILE AND LIVER THERAPY|[drug_rank1]"
14000000021,14000000001,"DRUG",1,"ATC","",21600531,"A06","Drugs for constipation","",121320,1,1,0,1,1,14000000001.14000000021,"","DRUGS FOR CONSTIPATION|[drug_rank1]"
14000000022,14000000001,"DRUG",1,"ATC","",21600600,"A07","Antidiarrheals, intestinal antiinflammatory/antiinfective agents","",130380,1,1,0,1,1,14000000001.14000000022,"","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS|[drug_rank1]"
14000000023,14000000001,"DRUG",1,"ATC","",21600679,"A08","Antiobesity preparations, excl. diet products","",43860,1,1,0,1,1,14000000001.14000000023,"","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS|[drug_rank1]"
14000000024,14000000001,"DRUG",1,"ATC","",21600697,"A09","Digestives, incl. enzymes","",10880,1,1,0,1,1,14000000001.14000000024,"","DIGESTIVES, INCL. ENZYMES|[drug_rank1]"
14000000025,14000000001,"DRUG",1,"ATC","",21600712,"A10","Drugs used in diabetes","",66620,1,1,0,1,1,14000000001.14000000025,"","DRUGS USED IN DIABETES|[drug_rank1]"
14000000026,14000000001,"DRUG",1,"ATC","",21600800,"A11","Vitamins","",84280,1,1,0,1,1,14000000001.14000000026,"","VITAMINS|[drug_rank1]"
14000000027,14000000001,"DRUG",1,"ATC","",21600857,"A12","Mineral supplements","",145000,1,1,0,1,1,14000000001.14000000027,"","MINERAL SUPPLEMENTS|[drug_rank1]"
14000000028,14000000001,"DRUG",1,"ATC","",21600914,"A14","Anabolic agents for systemic use","",3620,1,1,0,1,1,14000000001.14000000028,"","ANABOLIC AGENTS FOR SYSTEMIC USE|[drug_rank1]"
14000000029,14000000001,"DRUG",1,"ATC","",21600932,"A16","Other alimentary tract and metabolism products","",2720,1,1,0,1,1,14000000001.14000000029,"","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS|[drug_rank1]"
14000000030,14000000002,"DRUG",1,"ATC","",21600960,"B01","Antithrombotic agents","",96320,1,1,0,1,1,14000000002.14000000030,"","ANTITHROMBOTIC AGENTS|[drug_rank1]"
14000000031,14000000002,"DRUG",1,"ATC","",21601032,"B02","Antihemorrhagics","",57220,1,1,0,1,1,14000000002.14000000031,"","ANTIHEMORRHAGICS|[drug_rank1]"
14000000032,14000000002,"DRUG",1,"ATC","",21601077,"B03","Antianemic preparations","",59260,1,1,0,1,1,14000000002.14000000032,"","ANTIANEMIC PREPARATIONS|[drug_rank1]"
14000000033,14000000002,"DRUG",1,"ATC","",21601136,"B05","Blood substitutes and perfusion solutions","",146280,1,1,0,1,1,14000000002.14000000033,"","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS|[drug_rank1]"
14000000034,14000000002,"DRUG",1,"ATC","",21601225,"B06","Other hematological agents","",3380,1,1,0,1,1,14000000002.14000000034,"","OTHER HEMATOLOGICAL AGENTS|[drug_rank1]"
14000000035,14000000003,"DRUG",1,"ATC","",21601238,"C01","Cardiac therapy","",151420,1,1,0,1,1,14000000003.14000000035,"","CARDIAC THERAPY|[drug_rank1]"
14000000036,14000000003,"DRUG",1,"ATC","",21600381,"C02","Antihypertensives","",42080,1,1,0,1,1,14000000003.14000000036,"","ANTIHYPERTENSIVES|[drug_rank1]"
14000000037,14000000003,"DRUG",1,"ATC","",21601461,"C03","Diuretics","",128420,1,1,0,1,1,14000000003.14000000037,"","DIURETICS|[drug_rank1]"
14000000038,14000000003,"DRUG",1,"ATC","",21601560,"C04","Peripheral vasodilators","",6060,1,1,0,1,1,14000000003.14000000038,"","PERIPHERAL VASODILATORS|[drug_rank1]"
14000000039,14000000003,"DRUG",1,"ATC","",21601605,"C05","Vasoprotectives","",153100,1,1,0,1,1,14000000003.14000000039,"","VASOPROTECTIVES|[drug_rank1]"
14000000040,14000000003,"DRUG",1,"ATC","",21601664,"C07","Beta blocking agents","",105180,1,1,0,1,1,14000000003.14000000040,"","BETA BLOCKING AGENTS|[drug_rank1]"
14000000041,14000000003,"DRUG",1,"ATC","",21601744,"C08","Calcium channel blockers","",62460,1,1,0,1,1,14000000003.14000000041,"","CALCIUM CHANNEL BLOCKERS|[drug_rank1]"
14000000042,14000000003,"DRUG",1,"ATC","",21601782,"C09","Agents acting on the renin-angiotensin system","",82040,1,1,0,1,1,14000000003.14000000042,"","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM|[drug_rank1]"
14000000043,14000000003,"DRUG",1,"ATC","",21601853,"C10","Lipid modifying agents","",109240,1,1,0,1,1,14000000003.14000000043,"","LIPID MODIFYING AGENTS|[drug_rank1]"
14000000044,14000000004,"DRUG",1,"ATC","",21601908,"D01","Antifungals for dermatological use","",65260,1,1,0,1,1,14000000004.14000000044,"","ANTIFUNGALS FOR DERMATOLOGICAL USE|[drug_rank1]"
14000000045,14000000004,"DRUG",1,"ATC","",21601968,"D02","Emollients and protectives","",8500,1,1,0,1,1,14000000004.14000000045,"","EMOLLIENTS AND PROTECTIVES|[drug_rank1]"
14000000046,14000000004,"DRUG",1,"ATC","",21601985,"D03","Preparations for treatment of wounds and ulcers","",13580,1,1,0,1,1,14000000004.14000000046,"","PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS|[drug_rank1]"
14000000047,14000000004,"DRUG",1,"ATC","",21602002,"D04","Antipruritics, incl. antihistamines, anesthetics, etc.","",131660,1,1,0,1,1,14000000004.14000000047,"","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.|[drug_rank1]"
14000000048,14000000004,"DRUG",1,"ATC","",21602028,"D05","Antipsoriatics","",6240,1,1,0,1,1,14000000004.14000000048,"","ANTIPSORIATICS|[drug_rank1]"
14000000049,14000000004,"DRUG",1,"ATC","",21602054,"D06","Antibiotics and chemotherapeutics for dermatological use","",87280,1,1,0,1,1,14000000004.14000000049,"","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE|[drug_rank1]"
14000000050,14000000004,"DRUG",1,"ATC","",21602098,"D07","Corticosteroids, dermatological preparations","",138660,1,1,0,1,1,14000000004.14000000050,"","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS|[drug_rank1]"
14000000051,14000000004,"DRUG",1,"ATC","",21602195,"D08","Antiseptics and disinfectants","",37740,1,1,0,1,1,14000000004.14000000051,"","ANTISEPTICS AND DISINFECTANTS|[drug_rank1]"
14000000052,14000000004,"DRUG",1,"ATC","",21602261,"D09","Medicated dressings","",35200,1,1,0,1,1,14000000004.14000000052,"","MEDICATED DRESSINGS|[drug_rank1]"
14000000053,14000000004,"DRUG",1,"ATC","",21602281,"D10","Anti-acne preparations","",110540,1,1,0,1,1,14000000004.14000000053,"","ANTI-ACNE PREPARATIONS|[drug_rank1]"
14000000054,14000000004,"DRUG",1,"ATC","",21602323,"D11","Other dermatological preparations","",92580,1,1,0,1,1,14000000004.14000000054,"","OTHER DERMATOLOGICAL PREPARATIONS|[drug_rank1]"
14000000055,14000000005,"DRUG",1,"ATC","",21602360,"G01","Gynecological antiinfectives and antiseptics","",129640,1,1,0,1,1,14000000005.14000000055,"","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS|[drug_rank1]"
14000000056,14000000005,"DRUG",1,"ATC","",21602429,"G02","Other gynecologicals","",111120,1,1,0,1,1,14000000005.14000000056,"","OTHER GYNECOLOGICALS|[drug_rank1]"
14000000057,14000000005,"DRUG",1,"ATC","",21602471,"G03","Sex hormones and modulators of the genital system","",49660,1,1,0,1,1,14000000005.14000000057,"","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM|[drug_rank1]"
14000000058,14000000005,"DRUG",1,"ATC","",21602627,"G04","Urologicals","",109200,1,1,0,1,1,14000000005.14000000058,"","UROLOGICALS|[drug_rank1]"
14000000059,14000000006,"DRUG",1,"ATC","",21602682,"H01","Pituitary and hypothalamic hormones and analogues","",33720,1,1,0,1,1,14000000006.14000000059,"","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES|[drug_rank1]"
14000000060,14000000006,"DRUG",1,"ATC","",21602722,"H02","Corticosteroids for systemic use","",134120,1,1,0,1,1,14000000006.14000000060,"","CORTICOSTEROIDS FOR SYSTEMIC USE|[drug_rank1]"
14000000061,14000000006,"DRUG",1,"ATC","",21602751,"H03","Thyroid therapy","",25800,1,1,0,1,1,14000000006.14000000061,"","THYROID THERAPY|[drug_rank1]"
14000000062,14000000006,"DRUG",1,"ATC","",21602775,"H04","Pancreatic hormones","",13260,1,1,0,1,1,14000000006.14000000062,"","PANCREATIC HORMONES|[drug_rank1]"
14000000063,14000000006,"DRUG",1,"ATC","",21602779,"H05","Calcium homeostasis","",2180,1,1,0,1,1,14000000006.14000000063,"","CALCIUM HOMEOSTASIS|[drug_rank1]"
14000000064,14000000007,"DRUG",1,"ATC","",21602796,"J01","Antibacterials for systemic use","",164440,1,1,0,1,1,14000000007.14000000064,"","ANTIBACTERIALS FOR SYSTEMIC USE|[drug_rank1]"
14000000065,14000000007,"DRUG",1,"ATC","",21603071,"J02","Antimycotics for systemic use","",43840,1,1,0,1,1,14000000007.14000000065,"","ANTIMYCOTICS FOR SYSTEMIC USE|[drug_rank1]"
14000000066,14000000007,"DRUG",1,"ATC","",21603089,"J04","Antimycobacterials","",53060,1,1,0,1,1,14000000007.14000000066,"","ANTIMYCOBACTERIALS|[drug_rank1]"
14000000067,14000000007,"DRUG",1,"ATC","",21603126,"J05","Antivirals for systemic use","",41040,1,1,0,1,1,14000000007.14000000067,"","ANTIVIRALS FOR SYSTEMIC USE|[drug_rank1]"
14000000068,14000000007,"DRUG",1,"ATC","",21601245,"J06","Immune sera and immunoglobulins","",2580,1,1,0,1,1,14000000007.14000000068,"","IMMUNE SERA AND IMMUNOGLOBULINS|[drug_rank1]"
14000000069,14000000007,"DRUG",1,"ATC","",21601278,"J07","Vaccines","",65240,1,1,0,1,1,14000000007.14000000069,"","VACCINES|[drug_rank1]"
14000000070,14000000008,"DRUG",1,"ATC","",21601387,"L01","Antineoplastic agents","",40900,1,1,0,1,1,14000000008.14000000070,"","ANTINEOPLASTIC AGENTS|[drug_rank1]"
14000000071,14000000008,"DRUG",1,"ATC","",21603812,"L02","Endocrine therapy","",31020,1,1,0,1,1,14000000008.14000000071,"","ENDOCRINE THERAPY|[drug_rank1]"
14000000072,14000000008,"DRUG",1,"ATC","",21603848,"L03","Immunostimulants","",11960,1,1,0,1,1,14000000008.14000000072,"","IMMUNOSTIMULANTS|[drug_rank1]"
14000000073,14000000008,"DRUG",1,"ATC","",21603890,"L04","Immunosuppressants","",17060,1,1,0,1,1,14000000008.14000000073,"","IMMUNOSUPPRESSANTS|[drug_rank1]"
14000000074,14000000009,"DRUG",1,"ATC","",21603932,"M01","Antiinflammatory and antirheumatic products","",154500,1,1,0,1,1,14000000009.14000000074,"","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS|[drug_rank1]"
14000000075,14000000009,"DRUG",1,"ATC","",21604034,"M02","Topical products for joint and muscular pain","",115840,1,1,0,1,1,14000000009.14000000075,"","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN|[drug_rank1]"
14000000076,14000000009,"DRUG",1,"ATC","",21604069,"M03","Muscle relaxants","",88620,1,1,0,1,1,14000000009.14000000076,"","MUSCLE RELAXANTS|[drug_rank1]"
14000000077,14000000009,"DRUG",1,"ATC","",21604128,"M04","Antigout preparations","",9400,1,1,0,1,1,14000000009.14000000077,"","ANTIGOUT PREPARATIONS|[drug_rank1]"
14000000078,14000000009,"DRUG",1,"ATC","",21604146,"M05","Drugs for treatment of bone diseases","",61520,1,1,0,1,1,14000000009.14000000078,"","DRUGS FOR TREATMENT OF BONE DISEASES|[drug_rank1]"
14000000079,14000000009,"DRUG",1,"ATC","",21604170,"M09","Other drugs for disorders of the musculo-skeletal system","",9680,1,1,0,1,1,14000000009.14000000079,"","OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM|[drug_rank1]"
14000000080,14000000010,"DRUG",1,"ATC","",21604181,"N01","Anesthetics","",137380,1,1,0,1,1,14000000010.14000000080,"","ANESTHETICS|[drug_rank1]"
14000000081,14000000010,"DRUG",1,"ATC","",21604253,"N02","Analgesics","",173020,1,1,0,1,1,14000000010.14000000081,"","ANALGESICS|[drug_rank1]"
14000000082,14000000010,"DRUG",1,"ATC","",21604389,"N03","Antiepileptics","",74600,1,1,0,1,1,14000000010.14000000082,"","ANTIEPILEPTICS|[drug_rank1]"
14000000083,14000000010,"DRUG",1,"ATC","",21604443,"N04","Anti-parkinson drugs","",68060,1,1,0,1,1,14000000010.14000000083,"","ANTI-PARKINSON DRUGS|[drug_rank1]"
14000000084,14000000010,"DRUG",1,"ATC","",21604489,"N05","Psycholeptics","",128180,1,1,0,1,1,14000000010.14000000084,"","PSYCHOLEPTICS|[drug_rank1]"
14000000085,14000000010,"DRUG",1,"ATC","",21604685,"N06","Psychoanaleptics","",89720,1,1,0,1,1,14000000010.14000000085,"","PSYCHOANALEPTICS|[drug_rank1]"
14000000086,14000000010,"DRUG",1,"ATC","",21604801,"N07","Other nervous system drugs","",59480,1,1,0,1,1,14000000010.14000000086,"","OTHER NERVOUS SYSTEM DRUGS|[drug_rank1]"
14000000087,14000000011,"DRUG",1,"ATC","",21604848,"P01","Antiprotozoals","",48960,1,1,0,1,1,14000000011.14000000087,"","ANTIPROTOZOALS|[drug_rank1]"
14000000088,14000000011,"DRUG",1,"ATC","",21604927,"P02","Anthelmintics","",1680,1,1,0,1,1,14000000011.14000000088,"","ANTHELMINTICS|[drug_rank1]"
14000000089,14000000011,"DRUG",1,"ATC","",21604967,"P03","Ectoparasiticides, incl. scabicides, insecticides and repellents","",4300,1,1,0,1,1,14000000011.14000000089,"","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS|[drug_rank1]"
14000000090,14000000012,"DRUG",1,"ATC","",21605008,"R01","Nasal preparations","",148300,1,1,0,1,1,14000000012.14000000090,"","NASAL PREPARATIONS|[drug_rank1]"
14000000091,14000000012,"DRUG",1,"ATC","",21603215,"R02","Throat preparations","",146960,1,1,0,1,1,14000000012.14000000091,"","THROAT PREPARATIONS|[drug_rank1]"
14000000092,14000000012,"DRUG",1,"ATC","",21603248,"R03","Drugs for obstructive airway diseases","",137380,1,1,0,1,1,14000000012.14000000092,"","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES|[drug_rank1]"
14000000093,14000000012,"DRUG",1,"ATC","",21603365,"R05","Cough and cold preparations","",119160,1,1,0,1,1,14000000012.14000000093,"","COUGH AND COLD PREPARATIONS|[drug_rank1]"
14000000094,14000000012,"DRUG",1,"ATC","",21603444,"R06","Antihistamines for systemic use","",108860,1,1,0,1,1,14000000012.14000000094,"","ANTIHISTAMINES FOR SYSTEMIC USE|[drug_rank1]"
14000000095,14000000012,"DRUG",1,"ATC","",21603530,"R07","Other respiratory system products","",100,1,1,0,1,1,14000000012.14000000095,"","OTHER RESPIRATORY SYSTEM PRODUCTS|[drug_rank1]"
14000000096,14000000013,"DRUG",1,"ATC","",21603551,"S01","Ophthalmologicals","",185600,1,1,0,1,1,14000000013.14000000096,"","OPHTHALMOLOGICALS|[drug_rank1]"
14000000097,14000000013,"DRUG",1,"ATC","",21605144,"S02","Otologicals","",153500,1,1,0,1,1,14000000013.14000000097,"","OTOLOGICALS|[drug_rank1]"
14000000098,14000000013,"DRUG",1,"ATC","",21605187,"S03","Ophthalmological and otological preparations","",122100,1,1,0,1,1,14000000013.14000000098,"","OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS|[drug_rank1]"
14000000099,14000000014,"DRUG",1,"ATC","",21605213,"V01","Allergens","",20,1,1,0,1,1,14000000014.14000000099,"","ALLERGENS|[drug_rank1]"
14000000100,14000000014,"DRUG",1,"ATC","",21605227,"V03","All other therapeutic products","",81380,1,1,0,1,1,14000000014.14000000100,"","ALL OTHER THERAPEUTIC PRODUCTS|[drug_rank1]"
14000000101,14000000014,"DRUG",1,"ATC","",21605295,"V04","Diagnostic agents","",82460,1,1,0,1,1,14000000014.14000000101,"","DIAGNOSTIC AGENTS|[drug_rank1]"
14000000102,14000000014,"DRUG",1,"ATC","",21605342,"V06","General nutrients","",49060,1,1,0,1,1,14000000014.14000000102,"","GENERAL NUTRIENTS|[drug_rank1]"
14000000103,14000000014,"DRUG",1,"ATC","",21605372,"V08","Contrast media","",34640,1,1,0,1,1,14000000014.14000000103,"","CONTRAST MEDIA|[drug_rank1]"
14000000104,14000000014,"DRUG",1,"ATC","",21605444,"V09","Diagnostic radiopharmaceuticals","",4200,1,1,0,1,1,14000000014.14000000104,"","DIAGNOSTIC RADIOPHARMACEUTICALS|[drug_rank1]"
14000000105,14000000014,"DRUG",1,"ATC","",21605567,"V10","Therapeutic radiopharmaceuticals","",220,1,1,0,1,1,14000000014.14000000105,"","THERAPEUTIC RADIOPHARMACEUTICALS|[drug_rank1]"
14000004059,14000000015,"DRUG",1,"ATC","","",1,1,"",-1,1,0,0,1,1,14000000015.14000004059,"",1
14000004060,14000000015,"DRUG",1,"ATC","","",3,3,"",-1,1,0,0,1,1,14000000015.14000004060,"",3
14000004061,14000000015,"DRUG",1,"ATC","","",4,4,"",-1,1,0,0,1,1,14000000015.14000004061,"",4
14000004062,14000000015,"DRUG",1,"ATC","","",5,5,"",-1,1,0,0,1,1,14000000015.14000004062,"",5
14000004063,14000000015,"DRUG",1,"ATC","","",6,6,"",-1,1,0,0,1,1,14000000015.14000004063,"",6
14000004064,14000000015,"DRUG",1,"ATC","","","A","A","",-1,1,0,0,1,1,14000000015.14000004064,"","A"
14000004065,14000000015,"DRUG",1,"ATC","","","B","B","",-1,1,0,0,1,1,14000000015.14000004065,"","B"
14000004066,14000000015,"DRUG",1,"ATC","","","C","C","",-1,1,0,0,1,1,14000000015.14000004066,"","C"
14000004067,14000000015,"DRUG",1,"ATC","","","D","D","",-1,1,0,0,1,1,14000000015.14000004067,"","D"
14000004068,14000000015,"DRUG",1,"ATC","","","E","E","",-1,1,0,0,1,1,14000000015.14000004068,"","E"
14000004069,14000000015,"DRUG",1,"ATC","","","F","F","",-1,1,0,0,1,1,14000000015.14000004069,"","F"
14000004070,14000000015,"DRUG",1,"ATC","","","G","G","",-1,1,0,0,1,1,14000000015.14000004070,"","G"
14000004071,14000000015,"DRUG",1,"ATC","","","H","H","",-1,1,0,0,1,1,14000000015.14000004071,"","H"
14000004072,14000000015,"DRUG",1,"ATC","","","I","I","",-1,1,0,0,1,1,14000000015.14000004072,"","I"
14000004073,14000000015,"DRUG",1,"ATC","","","K","K","",-1,1,0,0,1,1,14000000015.14000004073,"","K"
14000004074,14000000015,"DRUG",1,"ATC","","","L","L","",-1,1,0,0,1,1,14000000015.14000004074,"","L"
14000004075,14000000015,"DRUG",1,"ATC","","","M","M","",-1,1,0,0,1,1,14000000015.14000004075,"","M"
14000004076,14000000015,"DRUG",1,"ATC","","","N","N","",-1,1,0,0,1,1,14000000015.14000004076,"","N"
14000004077,14000000015,"DRUG",1,"ATC","","","O","O","",-1,1,0,0,1,1,14000000015.14000004077,"","O"
14000004078,14000000015,"DRUG",1,"ATC","","","P","P","",-1,1,0,0,1,1,14000000015.14000004078,"","P"
14000004079,14000000015,"DRUG",1,"ATC","","","Q","Q","",-1,1,0,0,1,1,14000000015.14000004079,"","Q"
14000004080,14000000015,"DRUG",1,"ATC","","","R","R","",-1,1,0,0,1,1,14000000015.14000004080,"","R"
14000004081,14000000015,"DRUG",1,"ATC","","","S","S","",-1,1,0,0,1,1,14000000015.14000004081,"","S"
14000004082,14000000015,"DRUG",1,"ATC","","","T","T","",-1,1,0,0,1,1,14000000015.14000004082,"","T"
14000004083,14000000015,"DRUG",1,"ATC","","","U","U","",-1,1,0,0,1,1,14000000015.14000004083,"","U"
14000004084,14000000015,"DRUG",1,"ATC","","","V","V","",-1,1,0,0,1,1,14000000015.14000004084,"","V"
14000004085,14000000015,"DRUG",1,"ATC","","","W","W","",-1,1,0,0,1,1,14000000015.14000004085,"","W"
14000004086,14000000015,"DRUG",1,"ATC","","","X","X","",-1,1,0,0,1,1,14000000015.14000004086,"","X"
14000004087,14000000015,"DRUG",1,"ATC","","","Y","Y","",-1,1,0,0,1,1,14000000015.14000004087,"","Y"
14000004088,14000000015,"DRUG",1,"ATC","","","Z","Z","",-1,1,0,0,1,1,14000000015.14000004088,"","Z"
14000000106,14000000016,"DRUG",1,"ATC","",21600003,"A01A","Stomatological preparations","",152460,1,1,0,1,1,"14000000001.14000000016.14000000106","","STOMATOLOGICAL PREPARATIONS|[drug_rank1]"
14000000107,14000000017,"DRUG",1,"ATC","",21600047,"A02A","Antacids","",64560,1,1,0,1,1,"14000000001.14000000017.14000000107","","ANTACIDS|[drug_rank1]"
14000000108,14000000017,"DRUG",1,"ATC","",21600080,"A02B","Drugs for peptic ulcer and gastro-oesophageal reflux disease (gord)","",137920,1,1,0,1,1,"14000000001.14000000017.14000000108","","DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)|[drug_rank1]"
14000000109,14000000018,"DRUG",1,"ATC","",21600128,"A03A","Drugs for functional gastrointestinal disorders","",41680,1,1,0,1,1,"14000000001.14000000018.14000000109","","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS|[drug_rank1]"
14000000110,14000000018,"DRUG",1,"ATC","",21600190,"A03B","Belladonna and derivatives, plain","",23980,1,1,0,1,1,"14000000001.14000000018.14000000110","","BELLADONNA AND DERIVATIVES, PLAIN|[drug_rank1]"
14000000111,14000000018,"DRUG",1,"ATC","",21600201,"A03C","Antispasmodics in combination with psycholeptics","",50740,1,1,0,1,1,"14000000001.14000000018.14000000111","","ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS|[drug_rank1]"
14000000112,14000000018,"DRUG",1,"ATC","",21600220,"A03D","Antispasmodics in combination with analgesics","",1600,1,1,0,1,1,"14000000001.14000000018.14000000112","","ANTISPASMODICS IN COMBINATION WITH ANALGESICS|[drug_rank1]"
14000000113,14000000018,"DRUG",1,"ATC","",21600482,"A03F","Propulsives","",36380,1,1,0,1,1,"14000000001.14000000018.14000000113","","PROPULSIVES|[drug_rank1]"
14000000114,14000000019,"DRUG",1,"ATC","",21600491,"A04A","Antiemetics and antinauseants","",105400,1,1,0,1,1,"14000000001.14000000019.14000000114","","ANTIEMETICS AND ANTINAUSEANTS|[drug_rank1]"
14000000115,14000000020,"DRUG",1,"ATC","",21600510,"A05A","Bile therapy","",7120,1,1,0,1,1,"14000000001.14000000020.14000000115","","BILE THERAPY|[drug_rank1]"
14000000116,14000000020,"DRUG",1,"ATC","",21600521,"A05B","Liver therapy, lipotropics","",20,1,1,0,1,1,"14000000001.14000000020.14000000116","","LIVER THERAPY, LIPOTROPICS|[drug_rank1]"
14000000117,14000000021,"DRUG",1,"ATC","",21600532,"A06A","Drugs for constipation","",121320,1,1,0,1,1,"14000000001.14000000021.14000000117","","DRUGS FOR CONSTIPATION|[drug_rank1]"
14000000118,14000000022,"DRUG",1,"ATC","",21600601,"A07A","Intestinal antiinfectives","",63340,1,1,0,1,1,"14000000001.14000000022.14000000118","","INTESTINAL ANTIINFECTIVES|[drug_rank1]"
14000000119,14000000022,"DRUG",1,"ATC","",21600627,"A07B","Intestinal adsorbents","",380,1,1,0,1,1,"14000000001.14000000022.14000000119","","INTESTINAL ADSORBENTS|[drug_rank1]"
14000000120,14000000022,"DRUG",1,"ATC","",21600642,"A07D","Antipropulsives","",61160,1,1,0,1,1,"14000000001.14000000022.14000000120","","ANTIPROPULSIVES|[drug_rank1]"
14000000121,14000000022,"DRUG",1,"ATC","",21600651,"A07E","Intestinal antiinflammatory agents","",95420,1,1,0,1,1,"14000000001.14000000022.14000000121","","INTESTINAL ANTIINFLAMMATORY AGENTS|[drug_rank1]"
14000000122,14000000022,"DRUG",1,"ATC","",21600667,"A07F","Antidiarrheal microorganisms","",1660,1,1,0,1,1,"14000000001.14000000022.14000000122","","ANTIDIARRHEAL MICROORGANISMS|[drug_rank1]"
14000000123,14000000022,"DRUG",1,"ATC","",21600672,"A07X","Other antidiarrheals","",20,1,1,0,1,1,"14000000001.14000000022.14000000123","","OTHER ANTIDIARRHEALS|[drug_rank1]"
14000000124,14000000023,"DRUG",1,"ATC","",21600680,"A08A","Antiobesity preparations, excl. diet products","",43860,1,1,0,1,1,"14000000001.14000000023.14000000124","","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS|[drug_rank1]"
