"id","analysis_id","stratum_1","stratum_2","stratum_3","stratum_4","stratum_5","stratum_6","count_value","min_value","max_value","avg_value","stdev_value","median_value","p10_value","p25_value","p75_value","p90_value"
205,1815,8155111189,"percent",8532,0,0,0,12,0,0,0,0,0,0,0,0,0
206,1815,8155111189,"percent",8507,0,0,0,8,0,0,0,0,0,0,0,0,0
207,1814,8155111189,"percent","",0,0,"",20,0,0,0,0,0,0,0,0,0
208,1815,8155411153,"milligram per deciliter",8532,0,130,10,24,0,0,0,0,0,0,0,0,0
209,1815,8156011147,"percent",8507,0,0,0,8,0,0,0,0,0,0,0,0,0
210,1814,8156011147,"percent","",0,0,"",10,0,0,0,0,0,0,0,0,0
211,1815,8156011147,"percent",8532,0,0,0,2,0,0,0,0,0,0,0,0,0
212,1814,8156111157,"percent","",0,0,"",2,0,0,0,0,0,0,0,0,0
213,1815,8156111157,"percent",8532,0,0,0,2,0,0,0,0,0,0,0,0,0
214,1815,8156111167,"thousand per milliliter",8507,0,0.1,0.01,1,0,0,0,0,0,0,0,0,0
215,1815,8156111167,"thousand",8532,0,0.1,0.01,1,0,0,0,0,0,0,0,0,0
216,1815,8156211175,"gram per deciliter",8507,0,0,0,4,0,0,0,0,0,0,0,0,0
217,1814,8156211175,"gram per deciliter","",0,0,"",4,0,0,0,0,0,0,0,0,0
218,1815,8156411145,"percent",8532,0,40,5,272,0,0,0,0,0,0,0,0,0
219,1815,8156411151,"nanomole per liter",8532,0,0.1,0.01,40,0,0,0,0,0,0,0,0,0
220,1815,8156411151,"mole per liter",8532,0,0.1,0.01,8,0,0,0,0,0,0,0,0,0
221,1815,8156611174,"percent",8507,0,0,0,4,0,0,0,0,0,0,0,0,0
222,1815,8156611174,"percent",8532,0,0,0,2,0,0,0,0,0,0,0,0,0
223,1814,8156611174,"percent","",0,0,"",6,0,0,0,0,0,0,0,0,0
224,1815,8158111170,"bushel",8532,0,70,5,2,0,0,0,0,0,0,0,0,0
225,1815,8158211149,"per microliter",8532,0,0,0,6,0,0,0,0,0,0,0,0,0
226,1815,8158211149,"per microliter",8507,0,0,0,2,0,0,0,0,0,0,0,0,0
227,1814,8158211149,"per microliter","",0,0,"",8,0,0,0,0,0,0,0,0,0
228,1815,8158611152,"percent total",8532,0,0,0,18,0,0,0,0,0,0,0,0,0
229,1815,8158611152,"percent total",8507,0,0,0,11,0,0,0,0,0,0,0,0,0
230,1814,8158611152,"percent total","",0,0,"",29,0,0,0,0,0,0,0,0,0
231,1815,2212091,"No unit",8507,1,1,0,4190,1,2,1,0.02,1,1,1,1,1
232,1814,2212091,"No unit","",1,1,"",13079,1,2,1,0.02,1,1,1,1,1
233,1815,2212091,"No unit",8532,1,1,0,8889,1,2,1,0.02,1,1,1,1,1
234,1815,2212101,"No unit",8532,1,1,0,7080,1,2,1.01,0.09,1,1,1,1,1
235,1814,2212107,"No unit","",1,1,"",156,1,2,1.01,0.08,1,1,1,1,1
236,1815,2212107,"No unit",8532,1,1,0,69,1,2,1.01,0.12,1,1,1,1,1
237,1814,2212126,"No unit","",1,1,"",244,1,2,1.01,0.09,1,1,1,1,1
238,1815,2212126,"No unit",8507,1,1,0,106,1,2,1.01,0.1,1,1,1,1,1
239,1815,2212126,"No unit",8532,1,1,0,138,1,2,1.01,0.09,1,1,1,1,1
240,1815,2212128,"No unit",8507,1,2,0.1,376,1,2,1.05,0.22,1,1,1,1,1
241,1815,2212128,"No unit",8532,1,2,0.1,69,1,2,1.13,0.34,1,1,1,1,2
242,1814,2212128,"No unit","",1,2,"",445,1,2,1.07,0.25,1,1,1,1,1
243,1815,2212129,"No unit",8507,1,1,0,144,1,2,1.03,0.16,1,1,1,1,1
244,1814,2212129,"No unit","",1,1,"",190,1,2,1.02,0.14,1,1,1,1,1
245,1815,2212130,"No unit",8532,1,1,0,5072,1,2,1.01,0.1,1,1,1,1,1
246,1815,2212130,"No unit",8507,1,1,0,6419,1,2,1.01,0.1,1,1,1,1,1
247,1814,2212130,"No unit","",1,1,"",11491,1,2,1.01,0.1,1,1,1,1,1
248,1815,2212135,"No unit",8507,1,1,0,538,1,2,1,0.04,1,1,1,1,1
249,1815,2212135,"No unit",8532,1,1,0,1143,1,2,1,0.04,1,1,1,1,1
250,1814,2212135,"No unit","",1,1,"",1681,1,2,1,0.04,1,1,1,1,1
251,1815,2212165,"No unit",8532,1,1,0,16973,1,2,1,0.04,1,1,1,1,1
252,1815,2212165,"No unit",8507,1,1,0,12922,1,2,1,0.04,1,1,1,1,1
253,1814,2212165,"No unit","",1,1,"",29895,1,2,1,0.04,1,1,1,1,1
254,1815,2212171,"No unit",8532,1,1,0,842,1,2,1,0.03,1,1,1,1,1
255,1815,2212171,"No unit",8507,1,1,0,624,1,2,1,0.07,1,1,1,1,1
256,1814,2212171,"No unit","",1,1,"",1466,1,2,1,0.05,1,1,1,1,1
257,1815,2212173,"No unit",8507,1,1,0,1225,1,2,1,0.05,1,1,1,1,1
258,1815,2212183,"No unit",8507,1,1,0,273,1,2,1.01,0.09,1,1,1,1,1
259,1814,2212183,"No unit","",1,1,"",501,1,2,1,0.06,1,1,1,1,1
260,1815,2212186,"No unit",8532,1,1,0,14246,1,2,1.01,0.09,1,1,1,1,1
261,1814,2212188,"No unit","",1,1,"",1636,1,2,1.01,0.07,1,1,1,1,1
262,1815,2212188,"No unit",8507,1,1,0,830,1,2,1,0.07,1,1,1,1,1
263,1815,2212188,"No unit",8532,1,1,0,806,1,2,1.01,0.08,1,1,1,1,1
264,1815,2212192,"No unit",8507,1,1,0,14,1,2,1.07,0.27,1,1,1,1,1
265,1814,2212192,"No unit","",1,1,"",21,1,2,1.05,0.22,1,1,1,1,1
266,1814,2212193,"No unit","",1,1,"",2946,1,2,1,0.04,1,1,1,1,1
267,1815,2212193,"No unit",8507,1,1,0,1021,1,2,1,0.05,1,1,1,1,1
268,1815,2212193,"No unit",8532,1,1,0,1925,1,2,1,0.03,1,1,1,1,1
269,1814,2212196,"No unit","",1,1,"",7005,1,2,1,0.07,1,1,1,1,1
270,1815,2212196,"No unit",8532,1,1,0,3455,1,2,1,0.07,1,1,1,1,1
271,1815,2212196,"No unit",8507,1,1,0,3550,1,2,1,0.06,1,1,1,1,1
272,1815,2212198,"No unit",8507,1,1,0,21643,1,2,1,0.04,1,1,1,1,1
273,1815,2212198,"No unit",8532,1,1,0,21851,1,2,1,0.05,1,1,1,1,1
274,1814,2212198,"No unit","",1,1,"",43494,1,2,1,0.05,1,1,1,1,1
275,1814,2212199,"No unit","",1,1,"",464,1,2,1.01,0.08,1,1,1,1,1
276,1815,2212199,"No unit",8532,1,1,0,464,1,2,1.01,0.08,1,1,1,1,1
277,1815,2212205,"No unit",8532,1,1,0,865,1,2,1,0.05,1,1,1,1,1
278,1814,2212205,"No unit","",1,1,"",1635,1,2,1,0.03,1,1,1,1,1
279,1815,2212208,"No unit",8532,1,1,0,1291,1,2,1,0.05,1,1,1,1,1
280,1815,2212211,"No unit",8532,1,1,0,10,1,2,1.1,0.32,1,1,1,1,1
281,1814,2212211,"No unit","",1,1,"",11,1,2,1.09,0.3,1,1,1,1,1
282,1814,2212214,"No unit","",1,2,"",929,1,2,1.13,0.33,1,1,1,1,2
283,1815,2212214,"No unit",8532,1,2,0.1,737,1,2,1.12,0.32,1,1,1,1,2
284,1815,2212214,"No unit",8507,1,2,0.1,192,1,2,1.16,0.36,1,1,1,1,2
285,1815,2212217,"No unit",8507,1,1,0,1875,1,2,1.01,0.09,1,1,1,1,1
286,1815,2212217,"No unit",8532,1,1,0,4020,1,2,1,0.06,1,1,1,1,1
287,1814,2212217,"No unit","",1,1,"",5895,1,2,1.01,0.07,1,1,1,1,1
288,1814,2212218,"No unit","",1,2,"",225,1,2,1.19,0.39,1,1,1,1,2
289,1815,2212218,"No unit",8532,1,2,0.1,125,1,2,1.23,0.42,1,1,1,1,2
290,1815,2212218,"No unit",8507,1,2,0.1,100,1,2,1.14,0.35,1,1,1,1,2
291,1814,2212219,"No unit","",1,1,"",1078,1,2,1.01,0.11,1,1,1,1,1
292,1815,2212219,"No unit",8507,1,1,0,546,1,2,1.01,0.07,1,1,1,1,1
293,1815,2212219,"No unit",8532,1,1,0,532,1,2,1.02,0.14,1,1,1,1,1
294,1815,2212223,"No unit",8532,1,1,0,4405,1,2,1,0.04,1,1,1,1,1
295,1814,2212223,"No unit","",1,1,"",9963,1,2,1,0.03,1,1,1,1,1
296,1815,2212223,"No unit",8507,1,1,0,5558,1,2,1,0.02,1,1,1,1,1
297,1815,2212225,"No unit",8532,1,1,0,418,1,2,1,0.05,1,1,1,1,1
298,1814,2212225,"No unit","",1,1,"",433,1,2,1,0.05,1,1,1,1,1
299,1815,2212232,"No unit",8532,1,1,0,21,1,2,1.05,0.22,1,1,1,1,1
300,1814,2212232,"No unit","",1,1,"",59,1,2,1.02,0.13,1,1,1,1,1
301,1815,2212233,"No unit",8507,1,1,0,1528,1,2,1.01,0.11,1,1,1,1,1
302,1814,2212237,"No unit","",1,1,"",20,1,2,1.05,0.22,1,1,1,1,1
303,1815,2212237,"No unit",8507,1,1,0,11,1,2,1.09,0.3,1,1,1,1,1
304,1815,2212238,"No unit",8532,1,1,0,172900,1,2,1,0.04,1,1,1,1,1
305,1815,2212244,"No unit",8507,1,1,0,2645,1,2,1,0.07,1,1,1,1,1
306,1814,2212249,"No unit","",1,2,"",13,1,2,1.23,0.44,1,1,1,1,2
