"id","concept_id","value_as_concept_id","concept_name","type","est_count"
116,2108552,0,"MAX","NUM",1
117,2108552,0,"MIN","NUM",1
118,2108553,0,"MIN","NUM",1
119,2108553,0,"MAX","NUM",1
120,2108554,0,"MAX","NUM",1
121,2108554,0,"MIN","NUM",1
122,2108556,0,"MAX","NUM",1
123,2108556,0,"MIN","NUM",1
124,2108665,0,"MAX","NUM",1
125,2108665,0,"MIN","NUM",1
126,2108674,0,"MAX","NUM",1
127,2108674,0,"MIN","NUM",1
128,2110380,0,"MAX","NUM",1
129,2110380,0,"MIN","NUM",1
130,2110382,0,"MAX","NUM",1
131,2110382,0,"MIN","NUM",1
132,2213587,0,"MIN","NUM",1
133,2213587,0,"MAX","NUM",1
134,2213588,0,"MIN","NUM",1
135,2213588,0,"MAX","NUM",1
136,2213597,0,"MIN","NUM",1
137,2213597,0,"MAX","NUM",1
138,2314342,0,"MIN","NUM",1
139,2314342,0,"MAX","NUM",1
140,2414345,0,"MAX","NUM",1
141,2414345,0,"MIN","NUM",0
142,2414349,0,"MAX","NUM",1
143,2414349,0,"MIN","NUM",1
144,2414350,0,"MAX","NUM",1
145,2414350,0,"MIN","NUM",1
146,2414361,0,"MIN","NUM",1
147,2414361,0,"MAX","NUM",1
148,2514491,0,"MAX","NUM",1
149,2514491,0,"MIN","NUM",1
150,2514492,0,"MAX","NUM",1
151,2514492,0,"MIN","NUM",1
152,2618202,0,"MIN","NUM",16
153,2618202,0,"MAX","NUM",16
154,2618203,0,"MAX","NUM",18
155,2618203,0,"MIN","NUM",17
156,2618208,0,"MAX","NUM",1
157,2618208,0,"MIN","NUM",1
158,3001044,0,"MAX","NUM",2330
159,3001044,0,"MIN","NUM",0
160,3001512,0,"MIN","NUM",0
161,3001512,0,"MAX","NUM",1610
162,3002314,0,"MAX","NUM",100820181
163,3002314,0,"MIN","NUM",0
164,3002549,0,"MAX","NUM",2
165,3002549,0,"MIN","NUM",1
166,3004518,0,"MAX","NUM",20
167,3004518,0,"MIN","NUM",0
168,3004746,0,"MAX","NUM",0.44
169,3004746,0,"MIN","NUM",0
170,3004798,0,"MAX","NUM",10000000
171,3004798,0,"MIN","NUM",10000000
172,3005879,0,"MAX","NUM",126
173,3005879,0,"MIN","NUM",0
174,3006517,0,"MIN","NUM",0
175,3006517,0,"MAX","NUM",19
176,3007191,0,"MAX","NUM",40
177,3007191,0,"MIN","NUM",15.3
178,3008031,0,"MAX","NUM",11052014
179,3008031,0,"MIN","NUM",0
180,3008122,0,"MAX","NUM",10000000
181,3008122,0,"MIN","NUM",10000000
182,3008885,0,"MAX","NUM",10000000
183,3008885,0,"MIN","NUM",10000000
184,3011011,0,"MIN","NUM",10000000
185,3011011,0,"MAX","NUM",10000000
186,3011536,0,"MIN","NUM",10000000
187,3011536,0,"MAX","NUM",10000000
188,3012547,0,"MAX","NUM",10000000
189,3012547,0,"MIN","NUM",10000000
190,3016379,0,"MAX","NUM",10000000
191,3016379,0,"MIN","NUM",10000000
192,3016617,0,"MAX","NUM",10000000
193,3016617,0,"MIN","NUM",630
194,3016663,0,"MIN","NUM",0
195,3016663,0,"MAX","NUM",21
196,3017136,0,"MAX","NUM",6.7
197,3017136,0,"MIN","NUM",0
198,3017942,0,"MIN","NUM",0
199,3017942,0,"MAX","NUM",10000000
200,3018129,0,"MAX","NUM",10000000
201,3018129,0,"MIN","NUM",0
202,3018899,0,"MIN","NUM",10000000
203,3018899,0,"MAX","NUM",10000000
204,3022007,0,"MIN","NUM",2900
205,3022007,0,"MAX","NUM",10000000
206,3022304,0,"MIN","NUM",0
207,3022304,0,"MAX","NUM",10000000
208,3022828,0,"MAX","NUM",10000000
209,3022828,0,"MIN","NUM",0
210,3025370,0,"MAX","NUM",10000000
211,3025370,0,"MIN","NUM",10000000
212,3025664,0,"MAX","NUM",2130
213,3025664,0,"MIN","NUM",30
214,3027016,0,"MAX","NUM",2130
215,3027016,0,"MIN","NUM",30
216,3027027,0,"MIN","NUM",0
217,3027027,0,"MAX","NUM",14815682
218,3027871,0,"MAX","NUM",10
219,3027871,0,"MIN","NUM",10
220,3029887,0,"MIN","NUM",10000000
221,3029887,0,"MAX","NUM",10000000
222,3030653,0,"MAX","NUM",10168
223,3030653,0,"MIN","NUM",0
224,3031159,0,"MAX","NUM",10000000
225,3031159,0,"MIN","NUM",10000000
226,3031632,0,"MAX","NUM",12
227,3031632,0,"MIN","NUM",0
228,3031655,0,"MIN","NUM",10000000
229,3031655,0,"MAX","NUM",10000000
230,3032002,0,"MAX","NUM",10000000
231,3032002,0,"MIN","NUM",10000000
232,3032496,0,"MAX","NUM",10000000
233,3032496,0,"MIN","NUM",10000000
234,3034263,0,"MAX","NUM",176
235,3034263,0,"MIN","NUM",0
236,3034656,0,"MAX","NUM",10000000
237,3034656,0,"MIN","NUM",10000000
238,3039437,0,"MIN","NUM",10000000
239,3039437,0,"MAX","NUM",10000000
240,3042537,0,"MAX","NUM",10000000
241,3042537,0,"MIN","NUM",10000000
242,3043274,0,"MAX","NUM",1992968994
243,3043274,0,"MIN","NUM",10000000
244,3043872,0,"MIN","NUM",0
245,3043872,0,"MAX","NUM",59.4
246,3045429,0,"MAX","NUM",10000000
247,3045429,0,"MIN","NUM",0
248,3045823,0,"MIN","NUM",0.89
249,3045823,0,"MAX","NUM",10000000
250,3045859,0,"MAX","NUM",39.6
251,3045859,0,"MIN","NUM",0.89
252,3046418,0,"MAX","NUM",10000000
253,3046418,0,"MIN","NUM",0.89
254,3046798,0,"MAX","NUM",1025
255,3046798,0,"MIN","NUM",60
256,3046853,0,"MIN","NUM",10000000
257,3046853,0,"MAX","NUM",10000000
258,3046965,0,"MAX","NUM",10000000
259,3046965,0,"MIN","NUM",10000000
260,3048581,0,"MAX","NUM",2000
261,3048581,0,"MIN","NUM",400
262,3048599,0,"MAX","NUM",10000000
263,3048599,0,"MIN","NUM",10000000
264,3048867,0,"MAX","NUM",74337
265,3048867,0,"MIN","NUM",7642
266,3052558,0,"MAX","NUM",10000000
267,3052558,0,"MIN","NUM",10000000
268,4013733,0,"MIN","NUM",7.7
269,4013733,0,"MAX","NUM",41.3
270,4013739,0,"MAX","NUM",11
271,4013739,0,"MIN","NUM",11
272,4014291,0,"MAX","NUM",2006
273,4014291,0,"MIN","NUM",0
274,4022057,0,"MIN","NUM",35.8
275,4022057,0,"MAX","NUM",950
276,4023991,0,"MIN","NUM",-36.8
277,4023991,0,"MAX","NUM",173.6
278,4041306,0,"MIN","NUM",0
279,4041306,0,"MAX","NUM",78
280,4043366,0,"MIN","NUM",1
281,4043366,0,"MAX","NUM",1
282,4043372,0,"MAX","NUM",1
283,4043372,0,"MIN","NUM",0
284,4043519,0,"MAX","NUM",1
285,4043519,0,"MIN","NUM",1
286,4043520,0,"MAX","NUM",1
287,4043520,0,"MIN","NUM",1
288,4044709,0,"MAX","NUM",1
289,4044709,0,"MIN","NUM",1
290,4044710,0,"MAX","NUM",1
291,4044710,0,"MIN","NUM",1
292,4052351,0,"MAX","NUM",252
293,4052351,0,"MIN","NUM",0
294,4056943,0,"MIN","NUM",0
295,4056943,0,"MAX","NUM",17238
296,4060186,0,"MAX","NUM",7
297,4060186,0,"MIN","NUM",1
298,4070772,0,"MIN","NUM",2
299,4070772,0,"MAX","NUM",34.4
300,4074762,0,"MAX","NUM",7
301,4074762,0,"MIN","NUM",0
302,4079490,0,"MAX","NUM",1
303,4079490,0,"MIN","NUM",1
304,4082209,0,"MAX","NUM",15
305,4082209,0,"MIN","NUM",2
306,4085987,0,"MAX","NUM",1
307,4085987,0,"MIN","NUM",1
308,4086164,0,"MAX","NUM",141
309,4086164,0,"MIN","NUM",32
310,4093836,0,"MIN","NUM",3
311,4093836,0,"MAX","NUM",15
312,4098799,0,"MAX","NUM",1
313,4098799,0,"MIN","NUM",1
314,4100787,0,"MIN","NUM",1
315,4100787,0,"MAX","NUM",1
316,4111660,0,"MIN","NUM",1
317,4111660,0,"MAX","NUM",1
318,4112438,0,"MAX","NUM",41.3
319,4112438,0,"MIN","NUM",7.7
320,4159323,0,"MAX","NUM",2000
321,4159323,0,"MIN","NUM",250
322,4161694,0,"MAX","NUM",30058
323,4161694,0,"MIN","NUM",1
324,4174259,0,"MAX","NUM",1
325,4174259,0,"MIN","NUM",1
326,4177209,0,"MAX","NUM",1
327,4177209,0,"MIN","NUM",1
328,4202455,0,"MAX","NUM",2.6
329,4202455,0,"MIN","NUM",1.9
330,4210759,0,"MAX","NUM",5000
331,4210759,0,"MIN","NUM",50
332,4216261,0,"MAX","NUM",5000
333,4216261,0,"MIN","NUM",50
334,4216746,0,"MAX","NUM",500
335,4216746,0,"MIN","NUM",0
336,4217258,0,"MAX","NUM",6250
337,4217258,0,"MIN","NUM",3096
338,4220163,0,"MAX","NUM",750
339,4220163,0,"MIN","NUM",0
340,4224504,0,"MAX","NUM",500
341,4224504,0,"MIN","NUM",1
342,4224820,0,"MAX","NUM",209
343,4224820,0,"MIN","NUM",92
344,4235567,0,"MAX","NUM",23
345,4235567,0,"MIN","NUM",0
346,4240723,0,"MAX","NUM",2.4
347,4240723,0,"MIN","NUM",2.4
348,4254486,0,"MAX","NUM",1100
349,4254486,0,"MIN","NUM",1
350,4264398,0,"MAX","NUM",42
351,4264398,0,"MIN","NUM",26
352,4268714,0,"MAX","NUM",99
353,4268714,0,"MIN","NUM",1
354,4268831,0,"MAX","NUM",27.219999313354492
355,4268831,0,"MIN","NUM",-27.079999923706055
356,4276723,0,"MAX","NUM",99
357,4276723,0,"MIN","NUM",1
358,4282459,0,"MAX","NUM",37.5
359,4282459,0,"MIN","NUM",0
360,4297678,0,"MIN","NUM",1
361,4297678,0,"MAX","NUM",8
362,4297700,0,"MIN","NUM",60
363,4297700,0,"MAX","NUM",60
364,4300877,0,"MAX","NUM",2
365,4300877,0,"MIN","NUM",1
366,4302633,0,"MAX","NUM",3
367,4302633,0,"MIN","NUM",2
368,4305231,0,"MIN","NUM",2
369,4305231,0,"MAX","NUM",2
370,4305255,0,"MAX","NUM",6
371,4305255,0,"MIN","NUM",2
372,4305902,0,"MAX","NUM",1.8
373,4305902,0,"MIN","NUM",0.3
374,4306698,0,"MIN","NUM",2.5
375,4306698,0,"MAX","NUM",20
376,4309371,0,"MIN","NUM",1
377,4309371,0,"MAX","NUM",1
378,4353953,0,"MAX","NUM",107
379,4353953,0,"MIN","NUM",0
380,21494889,0,"MAX","NUM",5089496880
381,21494889,0,"MIN","NUM",5083346255
382,35609491,0,"MAX","NUM",30
383,35609491,0,"MIN","NUM",0
384,35622457,0,"MIN","NUM",2.4
385,35622457,0,"MAX","NUM",36000000
386,35631542,0,"MIN","NUM",25
387,35631542,0,"MAX","NUM",50
388,36204156,0,"MAX","NUM",141607
389,36204156,0,"MIN","NUM",0
390,36204157,0,"MIN","NUM",10000000
391,36204157,0,"MAX","NUM",10000000
392,36303803,0,"MIN","NUM",0
393,36303803,0,"MAX","NUM",64
394,36676660,0,"MAX","NUM",22
395,36676660,0,"MIN","NUM",19.41
396,36684331,0,"MAX","NUM",64
397,36684331,0,"MIN","NUM",0
398,36716283,0,"MAX","NUM",350
399,36716283,0,"MIN","NUM",200
400,37017178,0,"MAX","NUM",3
401,37017178,0,"MIN","NUM",3
402,37018785,0,"MAX","NUM",38
403,37018785,0,"MIN","NUM",23
404,37020341,0,"MAX","NUM",7012010
405,37020341,0,"MIN","NUM",7012010
406,37111521,0,"MAX","NUM",21914
407,37111521,0,"MIN","NUM",0
408,40479270,0,"MAX","NUM",510
409,40479270,0,"MIN","NUM",510
410,40483769,0,"MAX","NUM",21
411,40483769,0,"MIN","NUM",0
412,40489831,0,"MIN","NUM",0
413,40489831,0,"MAX","NUM",5
414,40756893,0,"MAX","NUM",1
415,40756893,0,"MIN","NUM",1
416,40758540,0,"MAX","NUM",16
417,40758540,0,"MIN","NUM",0
418,40758873,0,"MAX","NUM",10000000
419,40758873,0,"MIN","NUM",0
420,40759969,0,"MAX","NUM",10000000
421,40759969,0,"MIN","NUM",0
422,40759977,0,"MIN","NUM",819
423,40759977,0,"MAX","NUM",819
424,40763486,0,"MAX","NUM",12192012
425,40763486,0,"MIN","NUM",0
426,40763487,0,"MAX","NUM",12272013
427,40763487,0,"MIN","NUM",0
428,40765126,0,"MAX","NUM",10000000
429,40765126,0,"MIN","NUM",10000000
430,40766298,0,"MAX","NUM",955
431,40766298,0,"MIN","NUM",710
432,40771497,0,"MIN","NUM",200
433,40771497,0,"MAX","NUM",2330
434,42528764,0,"MIN","NUM",0
435,42528764,0,"MAX","NUM",20
436,42529318,0,"MAX","NUM",10000000
437,42529318,0,"MIN","NUM",10000000
438,42539072,0,"MAX","NUM",3
439,42539072,0,"MIN","NUM",0
440,42739599,0,"MIN","NUM",10000000
441,42739599,0,"MAX","NUM",10000000
442,42739675,0,"MIN","NUM",420
443,42739675,0,"MAX","NUM",10000000
444,42742405,0,"MIN","NUM",1
445,42742405,0,"MAX","NUM",1
446,42742406,0,"MAX","NUM",1
447,42742406,0,"MIN","NUM",1
448,42742432,0,"MAX","NUM",1
449,42742432,0,"MIN","NUM",1
450,42873070,0,"MIN","NUM",0
451,42873070,0,"MAX","NUM",23
452,43020414,0,"MAX","NUM",8
453,43020414,0,"MIN","NUM",8
454,43021808,0,"MAX","NUM",14
455,43021808,0,"MIN","NUM",12
456,43054909,0,"MAX","NUM",10
457,43054909,0,"MIN","NUM",0
458,43055113,0,"MAX","NUM",10000000
459,43055113,0,"MIN","NUM",0
460,43527961,0,"MAX","NUM",2.4
461,43527961,0,"MIN","NUM",0.4
462,45773001,0,"MAX","NUM",100
463,45773001,0,"MIN","NUM",1
464,46234998,0,"MIN","NUM",0
465,46234998,0,"MAX","NUM",5
466,46235085,0,"MAX","NUM",8505790467
467,46235085,0,"MIN","NUM",0
468,46235215,0,"MAX","NUM",10000000
469,46235215,0,"MIN","NUM",10000000
470,46235341,0,"MAX","NUM",10000000
471,46235341,0,"MIN","NUM",0
472,46235914,0,"MIN","NUM",10000000
473,46235914,0,"MAX","NUM",10000000
474,9177,4181412,"Present","CAT",3
475,76128,4188539,"Yes","CAT",1
476,141693,141693,"Elevated blood-pressure reading without diagnosis of hypertension","CAT",63
477,141693,4188539,"Yes","CAT",783
478,313232,4188539,"Yes","CAT",14
479,432454,4188539,"Yes","CAT",9
480,432504,4188539,"Yes","CAT",6
481,432509,432509,"Accident to motor vehicle on road, not involving collision","CAT",1
482,432509,4188539,"Yes","CAT",69
483,432512,4188539,"Yes","CAT",1
484,432534,4188539,"Yes","CAT",2
485,432538,4188539,"Yes","CAT",1
486,432788,4188539,"Yes","CAT",13
487,432789,4188539,"Yes","CAT",101
488,432800,4188539,"Yes","CAT",21
489,432800,432800,"Assault by cutting and stabbing instruments","CAT",2
490,432803,4188539,"Yes","CAT",21
491,432807,4188539,"Yes","CAT",41
492,432808,4188539,"Yes","CAT",2
493,432809,4188539,"Yes","CAT",7
494,433106,4188539,"Yes","CAT",1
495,433116,4188539,"Yes","CAT",42
496,433116,433116,"Dog bite","CAT",1
497,433374,4188539,"Yes","CAT",6
498,433393,4188539,"Yes","CAT",7
499,433400,4188539,"Yes","CAT",7
500,433496,4188539,"Yes","CAT",3
501,433644,4188539,"Yes","CAT",18
502,433657,4188539,"Yes","CAT",2
503,433658,4188539,"Yes","CAT",31
504,433664,4188539,"Yes","CAT",1
505,433682,4188539,"Yes","CAT",1
506,433930,4188539,"Yes","CAT",276
507,433930,433930,"Motor vehicle on road in collision with another motor vehicle","CAT",33
508,433934,4188539,"Yes","CAT",5
509,433942,4188539,"Yes","CAT",86
510,433949,4188539,"Yes","CAT",3
511,433952,4188539,"Yes","CAT",2
512,434237,4188539,"Yes","CAT",2
513,434238,434238,"Exposed to noise","CAT",1
514,434257,4188539,"Yes","CAT",1
515,434258,4188539,"Yes","CAT",1
516,434539,4188539,"Yes","CAT",1
517,434549,4188539,"Yes","CAT",3
518,434555,4188539,"Yes","CAT",1
519,434556,4188539,"Yes","CAT",1
520,434750,4188539,"Yes","CAT",6
521,434845,4188539,"Yes","CAT",1
522,434850,4188539,"Yes","CAT",1
523,435134,4188539,"Yes","CAT",83
524,435134,435134,"Motor vehicle accident","CAT",4
525,435147,4188539,"Yes","CAT",5
526,435166,4188539,"Yes","CAT",3
527,435172,4188539,"Yes","CAT",4
528,435372,435372,"Underweight","CAT",4
529,435372,4188539,"Yes","CAT",59
530,435431,4188539,"Yes","CAT",1
531,435432,4188539,"Yes","CAT",1
532,435443,4188539,"Yes","CAT",18
533,435713,435713,"Transport accident","CAT",4
534,435713,4188539,"Yes","CAT",2
535,435714,4188539,"Yes","CAT",1
536,435928,4188539,"Yes","CAT",531
537,435928,435928,"Abnormal weight loss","CAT",59
538,435991,4188539,"Yes","CAT",11
539,435997,4188539,"Yes","CAT",17
540,435998,4188539,"Yes","CAT",1
541,436292,436292,"Accidental collision with stationary object","CAT",24
542,436292,4188539,"Yes","CAT",461
543,436298,4188539,"Yes","CAT",69
544,436299,4188539,"Yes","CAT",62
545,436320,4188539,"Yes","CAT",20
546,436583,436583,"Fall","CAT",21
547,436583,4188539,"Yes","CAT",656
548,436591,4188539,"Yes","CAT",1
549,436594,4188539,"Yes","CAT",19
550,436605,4188539,"Yes","CAT",1
551,436618,4188539,"Yes","CAT",3
552,436868,4188539,"Yes","CAT",29
553,436882,4188539,"Yes","CAT",45
554,437165,437165,"Motor vehicle traffic accident","CAT",2
555,437165,4188539,"Yes","CAT",243
556,437167,437167,"Accident caused by firearm missile","CAT",1
557,437167,4188539,"Yes","CAT",11
558,437175,4188539,"Yes","CAT",356
559,437187,4188539,"Yes","CAT",33
560,437191,4188539,"Yes","CAT",46
561,437460,4188539,"Yes","CAT",8
562,437478,437478,"Bite of nonvenomous arthropod","CAT",6
563,437478,4188539,"Yes","CAT",109
564,437483,4188539,"Yes","CAT",130
565,437525,437525,"Overweight","CAT",48
566,437525,4188539,"Yes","CAT",477
567,437643,437643,"Abnormal gait","CAT",32
568,437643,4188539,"Yes","CAT",367
569,437738,4188539,"Yes","CAT",1187
570,437738,437738,"Motor vehicle accident off public road","CAT",48
571,437741,4188539,"Yes","CAT",1
572,437742,4188539,"Yes","CAT",1
573,437748,4188539,"Yes","CAT",36
574,437761,4188539,"Yes","CAT",1
575,437767,4188539,"Yes","CAT",2
576,438046,45767697,"Physical therapy device","CAT",2
577,438046,4156229,"Clinical equipment and/or device","CAT",5
578,438046,45767866,"Gastro-urological device","CAT",2
579,438046,4125334,"Biomedical equipment","CAT",1
580,438046,4038746,"Orthopedic device","CAT",19
581,438046,4117589,"Cardiovascular equipment","CAT",7
582,438046,4124231,"Neurological device","CAT",2
583,438046,4188539,"Yes","CAT",13
584,438046,4125343,"Ophthalmological device","CAT",2
585,438046,4292082,"Surgical instrument","CAT",2
586,438058,4188539,"Yes","CAT",12
587,438058,438058,"Rape - assault","CAT",1
588,438303,4188539,"Yes","CAT",3
589,438304,4188539,"Yes","CAT",5
590,438614,4188539,"Yes","CAT",2
591,438630,4188539,"Yes","CAT",1
592,438639,4188539,"Yes","CAT",4
593,438657,4188539,"Yes","CAT",3
594,438857,4188539,"Yes","CAT",60
595,438872,4188539,"Yes","CAT",12
596,438872,438872,"Excessive eating - polyphagia","CAT",1
597,438931,4188539,"Yes","CAT",3
598,438938,4188539,"Yes","CAT",1
599,438939,4188539,"Yes","CAT",2
600,438947,4188539,"Yes","CAT",1
601,438950,4188539,"Yes","CAT",1
602,439141,439141,"Abnormal weight gain","CAT",19
603,439141,4188539,"Yes","CAT",275
604,439222,4188539,"Yes","CAT",30
605,439224,439224,"Allergy to drug","CAT",56
606,439224,4188539,"Yes","CAT",769
607,439228,4188539,"Yes","CAT",7
608,439237,4188539,"Yes","CAT",88
609,439237,439237,"Assault","CAT",3
610,439337,4188539,"Yes","CAT",1
611,439371,4188539,"Yes","CAT",1
612,439391,4188539,"Yes","CAT",7
613,439395,4188539,"Yes","CAT",1
614,439406,4188539,"Yes","CAT",1
615,439558,4188539,"Yes","CAT",1
616,439605,4188539,"Yes","CAT",1
617,439650,4188539,"Yes","CAT",31
618,439657,4188539,"Yes","CAT",2
619,439987,4188539,"Yes","CAT",8
620,439989,4188539,"Yes","CAT",10
621,439996,4188539,"Yes","CAT",43
622,440015,4188539,"Yes","CAT",5
623,440279,4188539,"Yes","CAT",178
624,440288,4188539,"Yes","CAT",7
625,440292,4167480,"Allergy to clindamycin","CAT",1
626,440292,4167456,"Allergy to clarithromycin","CAT",1
627,440292,4171454,"Allergy to sulfacetamide","CAT",1
628,440292,4240903,"Allergy to penicillin","CAT",1
629,440292,4241527,"Allergy to sulfonamide","CAT",1
630,440292,4168507,"Allergy to adhesive agent","CAT",2
631,440292,4164686,"Allergy to fentanyl","CAT",1
632,440292,4102123,"Allergy to latex","CAT",2
633,440292,40821063,"Bacitracin / Neomycin / Polymyxin B Injectable Solution","CAT",2
634,440598,4188539,"Yes","CAT",46
635,440598,4154419,"Injury as a result of positioning","CAT",7
636,440600,4188539,"Yes","CAT",9
637,440607,4188539,"Yes","CAT",1
638,440623,4188539,"Yes","CAT",1
639,440896,440896,"Railway accident","CAT",6
640,440896,4188539,"Yes","CAT",240
641,440910,4188539,"Yes","CAT",14
642,440911,4188539,"Yes","CAT",1
643,440912,4188539,"Yes","CAT",6
644,440927,440927,"High risk drug monitoring status","CAT",3
645,441192,4188539,"Yes","CAT",178
646,441193,4188539,"Yes","CAT",29
647,441194,4188539,"Yes","CAT",33
648,441201,4188539,"Yes","CAT",2
649,441205,4188539,"Yes","CAT",2
650,441206,4188539,"Yes","CAT",12
651,441207,4095381,"Pethidine adverse reaction","CAT",4
652,441207,4164548,"Lisinopril adverse reaction","CAT",93
653,441207,4165642,"Allergy to doxepin","CAT",2
654,441207,4171452,"Allergy to metronidazole","CAT",13
655,441207,4240903,"Allergy to penicillin","CAT",25
656,441207,4168507,"Allergy to adhesive agent","CAT",32
657,441207,4240646,"Allergy to erythromycin","CAT",32
658,441207,4168722,"Allergy to vancomycin","CAT",4
659,441207,715939,"escitalopram","CAT",5
660,441207,4164876,"Allergy to amoxicillin","CAT",16
661,441207,1126658,"hydromorphone","CAT",24
662,441207,4084636,"NSAID-induced anaphylactoid reaction","CAT",24
663,441207,4165480,"Allergy to metoclopramide","CAT",7
664,441207,1174888,"hydrocodone","CAT",36
665,441207,4163635,"Allergy to gabapentin","CAT",23
666,441207,734354,"pregabalin","CAT",11
667,441207,40002706,"acetaminophen / hydrocodone Oral Tablet","CAT",38
668,441207,4168723,"Allergy to trimethoprim","CAT",2
669,441207,4164700,"Allergy to omeprazole","CAT",5
670,441207,4169372,"Allergy to prochlorperazine","CAT",13
671,441207,4165000,"Allergy to cephalosporin","CAT",3
672,441207,1551860,"pravastatin","CAT",6
673,441207,1154343,"albuterol","CAT",5
674,441207,1335471,"benazepril","CAT",3
675,441207,45766709,"Allergy to chicken meat","CAT",2
676,441207,42537632,"Allergy to zoledronic acid","CAT",2
677,441207,4167965,"Allergy to citalopram","CAT",1
678,441207,1517824,"niacin","CAT",3
679,441207,4163913,"Allergy to cetirizine","CAT",2
680,441207,4169513,"Allergy to pseudoephedrine","CAT",2
681,441207,4171312,"Allergy to azithromycin","CAT",11
682,441207,1150345,"meloxicam","CAT",3
683,441207,36309654,"Heparin","CAT",1
684,441207,4162296,"Iodine adverse reaction","CAT",3
