concept_id,"concept_name","concept_code","survey_name",survey_concept_id,count_value,sub,"path",is_parent_question,generate_counts,question_order_number,"question_string",section_num
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"43528765.903096.903096",0,0,0,NULL,0
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"43529158.903096.903096",0,0,0,NULL,0
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"43529217.903096.903096",0,0,0,NULL,0
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"43529272.903096.903096",0,0,0,NULL,0
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"43529638.903096.903096",0,0,0,NULL,0
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"43529767.903096.903096",0,0,0,NULL,0
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"43529966.903096.903096",0,0,0,NULL,0
903096," Skip","PMI_Skip","Family Health History",43528698,20,1,"702786.903096.903096",0,0,0,NULL,0
903573,"Are you deaf, or do you have serious difficulty hearing [HHS.ACA Section 4302]","69856-3","The Basics",1586134,0,0,"903573",1,1,10,"Deaf: Yes| Skip|Deaf: No|Deaf: Prefer Not To Answer",0
903574,"Are you blind, or do you have serious difficulty seeing, even when wearing glasses [HHS.ACA Section 4302]","69857-1","The Basics",1586134,0,0,"903574",1,1,11,"Blind: Prefer Not To Answer| Skip|Blind: Yes|Blind: No",0
903575,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions [HHS.ACA Section 4302]","69858-9","The Basics",1586134,0,0,"903575",1,1,12,"Difficulty Concentrating: Prefer Not To Answer| Skip|Difficulty Concentrating: No|Difficulty Concentrating: Yes",0
903576,"Do you have serious difficulty walking or climbing stairs [HHS.ACA Section 4302]","69859-7","The Basics",1586134,0,0,"903576",1,1,13,"Walking Climbing: Yes| Skip|Walking Climbing: No|Walking Climbing: Prefer Not To Answer",0
903577,"Do you have difficulty dressing or bathing [HHS.ACA Section 4302]","69860-5","The Basics",1586134,0,0,"903577",1,1,14,"Dressing Bathing: Prefer Not To Answer|Dressing Bathing: Yes|Dressing Bathing: No| Skip",0
903578,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a physician's office or shopping [HHS.ACA Section 4302]","69861-3","The Basics",1586134,0,0,"903578",1,1,15," Skip|Errands Alone: Prefer Not To Answer|Errands Alone: Yes|Errands Alone: No",0
903629,"How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?","ipaq_4_cope_a_85","cope",1333342,0,1,"1333288.1332898.903629",0,1,82," Skip",12
903630,"How much time did you usually spend walking on one of those days (minutes per day)?","ipaq_6_cope_a_85","cope",1333342,0,1,"1333289.1332898.903630",0,1,86," Skip",12
903631,"How much time did you usually spend doing vigorous physical activities on one of those days (minutes per day)?","ipaq_2_cope_a_85","cope",1333342,0,1,"1333286.1332898.903633",0,1,78," Skip",12
903633,"How much time did you usually spend doing vigorous physical activities on one of those days (hours per day)?","ipaq_2_cope_a_160","cope",1333342,0,1,"1333286.1332898.903633",0,1,77," Skip",12
903634,"How much time did you usually spend doing moderate physical activities on one of those days (hours per day)?","ipaq_4_cope_a_160","cope",1333342,0,1,"1333288.1332898.903634",0,1,81," Skip",12
903635,"How much time did you usually spend walking on one of those days (hours per day)?","ipaq_6_cope_a_160","cope",1333342,0,1,"1333289.1332898.903635",0,1,85," Skip",12
1332734,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.","msds_11","cope",1333342,0,0,"1332734",1,1,4,"None of the days (0 days)|Most days (3-4 days)|A few days (1-2 days)| Skip|Every day",1
1332735,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.","msds_12","cope",1333342,0,0,"1332735",1,1,5,"None of the days (0 days)|Every day| Skip|A few days (1-2 days)|Most days (3-4 days)",1
1332737,"Are you currently covered by any of the following types of health insurance or health care plans? Select all that apply.","basics_11a","cope",1333342,0,1,"1332874.1332898.1332737",0,1,34,"Any other type of health insurance or health coverage plan| Skip|Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or disability|Insurance purchased directly from an insurance company (by you or another family member)|TRICARE or other military health care|Indian Health Service|Medicare, for people 65 and older or people with certain disabilities|Veterans Affairs (VA) (including those who have ever used or enrolled for VA health care)|I don't have health insurance, self-pay|Insurance through a current or former employer or union (by you or another family member)",7
1332738,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were just for fun.","msds_13","cope",1333342,0,0,"1332738",1,1,6," Skip|None of the days (0 days)|Every day|A few days (1-2 days)|Most days (3-4 days)",1
1332739,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.","brcs_2","cope",1333342,0,0,"1332739",1,1,141,"Describes me very well|Describes me|Does not describe me at all| Skip|Neutral|Does not describe me",15
1332741,"Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.","brcs_4","cope",1333342,0,0,"1332741",1,1,143,"Describes me very well|Neutral|Describes me|Does not describe me|Does not describe me at all| Skip",15
1332744,"Are you currently on chemotherapy or immunotherapy?","copect_54","cope",1333342,0,0,"1332744",1,1,35,"Yes|No| Skip",7
1332745,"Do you regularly take immunosuppressant medications (including steroids, methotrexate, biologic agents)?","copect_58","cope",1333342,0,0,"1332745",1,1,36," Skip|No|Yes",7
1332746,"How often did you use inhalants?","tsu_ds5_13_xx5","cope",1333342,0,1,"1333017.1333158.1332746",0,1,123,"1-5 times per week| Skip|1-3 times per month|Only a few times|Daily",14
1332747,"Do you think you have used more or less methamphetamine in the past month than you used to?","tsu_ds5_13_xx29","cope",1333342,0,1,"1333017.1333103.1332747",0,1,119," Skip|Less often than usual|More often than usual|The same as usual",14
1332748,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).","msds_9","cope",1333342,0,0,"1332748",1,1,2,"None of the days (0 days)|A few days (1-2 days)| Skip|Every day|Most days (3-4 days)",1
1332749,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?","ukmh_j1","cope",1333342,0,0,"1332749",1,1,29,"Very happy|Don't know|Extremely happy| Skip|Prefer not to answer|Extremely unhappy|Moderately unhappy|Very unhappy|Moderately happy",6
1332750,"Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?","ukmh_j3","cope",1333342,0,0,"1332750",1,1,30,"Don't know|Not at all|A little|A moderate amount|Prefer not to answer| Skip|Very much|An extreme amount",6
1332751,"How often did you use synthetic marijuana or fake weed?","tsu_ds5_13_xx7","cope",1333342,0,1,"1333017.1333153.1332751",0,1,108,"Only a few times| Skip|1-5 times per week|1-3 times per month|Daily",14
1332752,"How often did you use prescription sedatives or prescription sleeping pills?","tsu_ds5_13_xx8","cope",1333342,0,1,"1333017.1333159.1332752",0,1,125,"1-3 times per month|Daily| Skip|1-5 times per week|Only a few times",14
1332753,"How often did you use cocaine?","tsu_ds5_13_xx9","cope",1333342,0,1,"1333017.1333154.1332753",0,1,111," Skip|1-5 times per week|Only a few times|Daily|1-3 times per month",14
1332754,"How often did you use hallucinogens?","tsu_ds5_13_xx10","cope",1333342,0,1,"1333017.1333161.1332754",0,1,128,"Daily|1-5 times per week|Only a few times|1-3 times per month| Skip",14
1332755,"How often did you use prescription stimulants?","tsu_ds5_13_xx11","cope",1333342,0,1,"1333017.1333155.1332755",0,1,114,"Daily|1-5 times per week|Only a few times|1-3 times per month| Skip",14
1332756,"How long has it been since you last used an electronic nicotine product?","lifestyle_2_xx12","cope",1333342,0,0,"1332756",1,1,100,"Weeks|Years| Skip|Months",14
1332762,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).","msds_14","cope",1333342,0,0,"1332762",1,1,7,"None of the days (0 days)|A few days (1-2 days)|Most days (3-4 days)| Skip|Every day",1
1332763,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.","copect_17","cope",1333342,0,0,"1332763",1,1,13,"Yes, known COVID-19|Yes, suspected COVID-19| Skip|Not that I know of",2
1332767,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","copect_50_xx17","cope",1333342,0,0,"1332767",1,1,98,"Not currently, but in the past| Skip|No, Never|Yes, Some days|Yes, Every day",14
1332769,"Who do you know who has died? Check all that apply.","nhs_covid_fhc17b","cope",1333342,0,1,"1333297.1332898.1332769",0,1,27,"Sibling (brother or sister)| Skip|Child|Co-worker|Grandparent|Other|Neighbor|Friend|Parent|Spouse, partner, boyfriend, girlfriend",5
1332792,"Are you currently pregnant?","overallhealth_14b","cope",1333342,0,0,"1332792",1,1,38,"Not sure|Yes|Prefer not to answer| Skip|No",7
1332793,"In the past month: How many standard drinks containing alcohol do you have on a typical day?","audit_c_2","cope",1333342,0,0,"1332793",1,1,102,"1 or 2| Skip|5 or 6|10 or more|7 to 9|3 or 4",14
1332794,"In the last month, how often have you felt that you were unable to control the important things in your life?","cpss_2","cope",1333342,0,0,"1332794",1,1,66,"Never|Fairly often|Very Often|Almost Never| Skip|Sometimes",11
1332795,"How often did you use prescription opioids?","tsu_ds5_13_xx1","cope",1333342,0,1,"1333017.1333169.1332795",0,1,134,"Daily| Skip|1-3 times per month|1-5 times per week|Only a few times",14
1332796,"How often did you use heroin?","tsu_ds5_13_xx2","cope",1333342,0,1,"1333017.1332881.1332796",0,1,131,"1-3 times per month|Only a few times|1-5 times per week| Skip|Daily",14
1332797,"How often did you use synthetic stimulants?","tsu_ds5_13_xx4","cope",1333342,0,1,"1333017.1333157.1332797",0,1,120,"Only a few times| Skip|1-3 times per month|Daily|1-5 times per week",14
1332800,"Did your use include smoking cannabis?","tsu_ds5_13_xx20","cope",1333342,0,1,"1333017.1333152.1332800",0,1,106," Skip|No|Yes",14
1332801,"Do you think you have used more or less cannabis in the past month than you used to?","tsu_ds5_13_xx21","cope",1333342,0,1,"1333017.1333152.1332801",0,1,107,"The same as usual|Less often than usual| Skip|More often than usual",14
1332802,"Did your use include smoking synthetic marijuana or fake weed?","tsu_ds5_13_xx22","cope",1333342,0,1,"1333017.1333153.1332802",0,1,109," Skip|No|Yes",14
1332803,"Do you think you have used more or less synthetic marijuana or fake weed in the past month than you used to?","tsu_ds5_13_xx23","cope",1333342,0,1,"1333017.1333153.1332803",0,1,110,"More often than usual| Skip|The same as usual|Less often than usual",14
1332804,"Did your use include smoking cocaine?","tsu_ds5_13_xx24","cope",1333342,0,1,"1333017.1333154.1332804",0,1,112,"No|Yes| Skip",14
1332805,"Do you think you have used more or less cocaine in the past month than you used to?","tsu_ds5_13_xx25","cope",1333342,0,1,"1333017.1333154.1332805",0,1,113,"The same as usual| Skip|More often than usual|Less often than usual",14
1332806,"Did you use prescription stimulants in any way a doctor did not direct you to use it?","tsu_ds5_13_xx26","cope",1333342,0,1,"1333017.1333155.1332806",0,1,115,"Yes| Skip|No",14
1332807,"Do you think you have used more or less prescription stimulants in the past month than you used to?","tsu_ds5_13_xx27","cope",1333342,0,1,"1333017.1333155.1332807",0,1,116," Skip|More often than usual|The same as usual|Less often than usual",14
1332808,"Did your use include smoking methamphetamine?","tsu_ds5_13_xx28","cope",1333342,0,1,"1333017.1333103.1332808",0,1,118,"Yes| Skip|No",14
1332819,"Did your use include smoking synthetic stimulants?","tsu_ds5_13_xx30","cope",1333342,0,1,"1333017.1333157.1332819",0,1,121,"Yes| Skip|No",14
1332820,"Do you think you have used more or less synthetic stimulants in the past month than you used to?","tsu_ds5_13_xx31","cope",1333342,0,1,"1333017.1333157.1332820",0,1,122,"The same as usual|Less often than usual|More often than usual| Skip",14
1332822,"Do you think you have used more or less inhalants in the past month than you used to?","tsu_ds5_13_xx32","cope",1333342,0,1,"1333017.1333158.1332822",0,1,124," Skip|More often than usual|The same as usual|Less often than usual",14
1332824,"Did you use prescription sedatives or prescription sleeping pills in any way a doctor did not direct you to use it?","tsu_ds5_13_xx33","cope",1333342,0,1,"1333017.1333159.1332824",0,1,126,"Yes| Skip|No",14
1332826,"Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?","tsu_ds5_13_xx34","cope",1333342,0,1,"1333017.1333159.1332826",0,1,127,"Less often than usual|More often than usual|The same as usual| Skip",14
1332828,"Did your use include smoking hallucinogens?","tsu_ds5_13_xx35","cope",1333342,0,1,"1333017.1333161.1332828",0,1,129,"Yes|No",14
1332829,"Do you think you have used more or less hallucinogens in the past month than you used to?","tsu_ds5_13_xx36","cope",1333342,0,1,"1333017.1333161.1332829",0,1,130,"More often than usual|The same as usual| Skip|Less often than usual",14
1332830,"Did your use include smoking heroin?","tsu_ds5_13_xx37","cope",1333342,0,1,"1333017.1332881.1332830",0,1,132,"No|Yes| Skip",14
1332831,"Do you think you have used more or less heroin in the past month than you used to?","tsu_ds5_13_xx38","cope",1333342,0,1,"1333017.1332881.1332831",0,1,133,"The same as usual|More often than usual|Less often than usual| Skip",14
1332832,"Did your use include smoking prescription opioids?","tsu_ds5_13_xx40","cope",1333342,0,1,"1333017.1333169.1332832",0,1,135,"No|Yes| Skip",14
1332833,"What is your current marital status?","basics_8","cope",1333342,0,0,"1332833",1,1,37,"Never married|Widowed|Separated|Living with partner| Skip|Prefer not to answer|Divorced|Married",7
1332835,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.","lot_r_1","cope",1333342,0,0,"1332835",1,1,28," Skip|I neither agree nor disagree|I agree a little|I disagree a little|I agree a lot|I disagree a lot",6
1332843,"What is your current employment status? Select all that apply.","basics_12","cope",1333342,0,0,"1332843",1,1,32," Skip|Retired|Employed for wages (part-time or full-time)|A student|Self-employed|Prefer not to answer|Unable to work (disabled)|A homemaker|Out of work for less than 1 year|Out of work for 1 year or more",7
1332847,"In the past month, have the following behaviors increased in your household? Select all that apply.","cdc_covid_19_26","cope",1333342,0,0,"1332847",1,1,24,"Snapping at or yelling at family members| Skip|Interpersonal conflict with friends or coworkers|None of the above (if selected, no other response options are available|Interpersonal conflict with family members or loved ones",5
1332848,"Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.","brcs_3","cope",1333342,0,0,"1332848",1,1,149," Skip|Describes me very well|Does not describe me at all|Does not describe me|Describes me|Neutral",15
1332849,"How long has it been since you last smoked?","copect_50_xx19","cope",1333342,0,0,"1332849",1,1,97,"Weeks|Years|Months| Skip",14
1332853,"In the past month: How often do you have six or more drinks containing alcohol on one occasion?","audit_c_3","cope",1333342,0,0,"1332853",1,1,103," Skip|Weekly|Monthly|Never|Daily or almost daily|Less than monthly",14
1332854,"In the last month, how often have you felt nervous and stressed?","cpss_3","cope",1333342,0,0,"1332854",1,1,67,"Never|Fairly often|Almost Never|Very Often| Skip|Sometimes",11
1332861,"In the last month, how often have you felt confident about your ability to handle your personal problems?","cpss_4","cope",1333342,0,0,"1332861",1,1,68,"Sometimes|Fairly often|Never| Skip|Almost Never|Very Often",11
1332862,"In the last month, how often have you felt that things were going your way?","cpss_5","cope",1333342,0,0,"1332862",1,1,69,"Sometimes| Skip|Very Often|Almost Never|Never|Fairly often",11
1332863,"In the last month, how often have you found that you could not cope with all the things that you had to do?","cpss_6","cope",1333342,0,0,"1332863",1,1,70," Skip|Fairly often|Very Often|Never|Sometimes|Almost Never",11
1332866,"In the past 7 days, other things kept making me think about COVID-19.","ies_r_6_3","cope",1333342,0,0,"1332866",1,1,18,"A little bit|Extremely|Moderately| Skip|Quite a bit|Not at all",5
1332867,"In the past 7 days, I had trouble concentrating.","ies_r_6_6","cope",1333342,0,0,"1332867",1,1,21,"Quite a bit|Moderately|Not at all| Skip|A little bit|Extremely",5
1332868,"In the last month, how often have you felt that you were on top of things?","cpss_8","cope",1333342,0,0,"1332868",1,1,72,"Almost Never|Sometimes|Never|Fairly often| Skip|Very Often",11
1332869,"In the last month, how often have you been angered because of things that were outside of your control?","cpss_9","cope",1333342,0,0,"1332869",1,1,73," Skip|Very Often|Sometimes|Never|Almost Never|Fairly often",11
1332874,"Are you covered by health insurance or some other kind of health care plan?","basics_11","cope",1333342,0,0,"1332874",1,1,33,"Don't know|Yes|No| Skip|Prefer not to answer",7
1332876,"In the past month: How often do you have a drink containing alcohol?","audit_c_1","cope",1333342,0,0,"1332876",1,1,101,"Never| Skip|Monthly or less|2-4 times a month|4 or more times a week|2-3 times a week",14
1332878,"In the last month, how often have you been upset because of something that happened unexpectedly?","cpss_1","cope",1333342,0,0,"1332878",1,1,65,"Fairly often| Skip|Never|Sometimes|Very Often|Almost Never",11
1332880,"What do you think is the main reason(s) for these experiences? Select all that apply.","eds_follow_up_1","cope",1333342,0,1,"1333293.1332782.1332880",0,1,155,"Your Education or Income Level| Skip|Your Race|Your Weight|Some other Aspect of Your Physical Appearance|Your Ancestry or National Origins|Your Height|Your Religion|Your Gender|Your Sexual Orientation|Other|Your Age",16
1332880,"What do you think is the main reason(s) for these experiences? Select all that apply.","eds_follow_up_1","cope",1333342,0,1,"1333293.1332783.1332880",0,1,153,"Your Race|Your Religion|Your Weight|Your Sexual Orientation|Some other Aspect of Your Physical Appearance|Your Gender|Your Ancestry or National Origins| Skip|Your Height|Your Education or Income Level|Other|Your Age",16
1332880,"What do you think is the main reason(s) for these experiences? Select all that apply.","eds_follow_up_1","cope",1333342,0,1,"1333293.1332918.1332880",0,1,154,"Your Ancestry or National Origins|Your Sexual Orientation|Your Race|Your Weight| Skip|Your Religion|Your Age|Your Height|Your Gender|Other|Some other Aspect of Your Physical Appearance|Your Education or Income Level",16
1332935,"In your day-to-day life, how often did this happen to you during the past month? People act as if they think you are dishonest.","eds_6","cope",1333342,0,0,"1332935",1,1,150," Skip|A few times a month|Almost everyday|At least once a week|Never",16
1332937,"In your day-to-day life, how often did this happen to you during the past month? People act as if they're better than you are.","eds_7","cope",1333342,0,0,"1332937",1,1,156,"Almost everyday|Never|A few times a month| Skip|At least once a week",16
1332944,"In the last month, how often have you been able to control irritations in your life?","cpss_7","cope",1333342,0,0,"1332944",1,1,71,"Fairly often|Never|Almost Never|Very Often|Sometimes| Skip",11
1332998,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?","cpss_10","cope",1333342,0,0,"1332998",1,1,74,"Very Often|Sometimes| Skip|Never|Fairly often|Almost Never",11
1333004,"How often did you use methamphetamine?","tsu_ds5_13_xx6","cope",1333342,0,1,"1333017.1333103.1333004",0,1,117,"1-3 times per month| Skip|Daily|1-5 times per week|Only a few times",14
1333011,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","copect_50_xx18","cope",1333342,0,0,"1333011",1,1,96," Skip|Not currently, but in the past|Yes, Some days|Yes, Every day|No, Never",14
1333013,"How often did you use cannabis?","tsu_ds5_13_xx3","cope",1333342,0,1,"1333017.1333152.1333013",0,1,105,"Only a few times|Daily|1-3 times per month| Skip|1-5 times per week",14
1333016,"What type of household do you live in?","cu_covid","cope",1333342,0,0,"1333016",1,1,31,"Nursing home, or rehab facility|Homeless|Two-bedroom apartment|Other|Townhouse|Studio|Prefer not to answer|Three-bedroom (or more) apartment| Skip|One-bedroom apartment|Free-standing house",7
1333017,"In the past month, have you used any of the following drugs? Select all that apply.","tsu_ds5_13_xx","cope",1333342,0,0,"1333017",1,1,104," Skip|None|Prescription stimulants (for example, Ritalin, Concerta, Dexedrine, Adderall, Focalin, Didrex, etc)|Cocaine (also called coke, crack, free base, coca paste, etc)|Inhalants (for example, nitrous oxide, glue, gas, paint thinner, etc)|Other|Hallucinogens (for example, LSD, acid, Molly, mushrooms, PCP, Special K, ecstasy, Peyote, DMT, Foxy, etc)|Synthetic marijuana or fake weed (also called K2 or Spice)|Methamphetamine (also called meth, crank, ice, crystal meth, glass, etc)|Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)|Prescription opioids (for example, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc)|Cannabis (also called marijuana, pot, weed, grass, hash, concentrates, etc) Please exclude your use of CBD or hemp products|Heroin|Synthetic stimulants (also called bath salts, flakka, etc)",14
1333018,"Did you use prescription opioids in any way a doctor did not direct you to use it?","tsu_ds5_13_xx39","cope",1333342,0,1,"1333017.1333169.1333018",0,1,136," Skip|Yes|No",14
1333019,"Do you think you have used more or less prescription opioids in the past month than you used to?","tsu_ds5_13_xx41","cope",1333342,0,1,"1333017.1333169.1333019",0,1,137,"More often than usual| Skip|The same as usual|Less often than usual",14
1333020,"How often did you use the other substance?","tsu_ds5_13_xx42_cope_a_226_2","cope",1333342,0,1,"1333017.1332722.1333020",0,1,138,"1-3 times per month|Daily|Only a few times|1-5 times per week| Skip",14
1333021,"Did your use include smoking the other substance?","tsu_ds5_13_xx43","cope",1333342,0,1,"1333017.1332722.1333021",0,1,139," Skip|No|Yes",14
1333022,"Do you think you have used more or less of the other substance in the past month than you used to?","tsu_ds5_13_xx44","cope",1333342,0,1,"1333017.1332722.1333022",0,1,140," Skip|The same as usual|More often than usual|Less often than usual",14
1333024,"Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.","brcs_1","cope",1333342,0,0,"1333024",1,1,142,"Neutral|Does not describe me at all| Skip|Does not describe me|Describes me very well|Describes me",15
1333102,"In the past month, have recommendations for socially distancing caused stress for you?","cdc_covid_19_21","cope",1333342,0,0,"1333102",1,1,1,"A lot| Skip|A little|Not at all|Somewhat",1
1333104,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","cdc_covid_19_25","cope",1333342,0,0,"1333104",1,1,25,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs|Cutting or self-injury|None of the above (if selected, no other response options are available|Using cannabis or marijuana|Delaying medical care for conditions other than COVID-19|Eating less food than usual|Eating more food than usual|Making time to relax|Over exercise|Using non-prescription drugs|Taking care of your body, such as taking deep breaths, stretching, or meditating|Connecting with others, including talking with people you trust about your concerns and how you are feeling|Drinking alcohol|Contacting a healthcare provider|Increasing watching, reading, or listening to news stories, including social media|Taking breaks from watching, reading, or listening to news stories, including social media|Smoking more cigarettes or vaping more|Using prescription drugs (like valium, etc)| Skip|Eating high fat or sugary foods",5
1333105,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.","msds_10","cope",1333342,0,0,"1333105",1,1,3,"Every day| Skip|None of the days (0 days)|Most days (3-4 days)|A few days (1-2 days)",1
1333119,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.","msds_16","cope",1333342,0,0,"1333119",1,1,9,"Somewhat less than normal|A lot less than normal|More than normal| Skip|A lot more than normal|About the same as normal",1
1333120,"Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.","ucla_ls8_17","cope",1333342,0,0,"1333120",1,1,94,"Rarely|Sometimes| Skip|Never|Often",13
1333121,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.","gad_7_6","cope",1333342,0,0,"1333121",1,1,54,"More than half the days| Skip|Nearly every day|Not at all|Several days",9
1333156,"Do you think you have had COVID-19?","copect_40_xx15","cope",1333342,0,0,"1333156",1,1,14,"Yes| Skip|No|Maybe",2
1333163,"Choose the answer that best describes how often you can find this kind of support in the past month. Someone to confide in or talk to about yourself or your problems.","mos_ss_13","cope",1333342,0,0,"1333163",1,1,47," Skip|Some of the time|None of the time|All of the time|A little of the time|Most of the time",8
1333164,"Choose the answer that is true for you in the past month. I can find companionship when I want it.","ucla_ls8_15","cope",1333342,0,0,"1333164",1,1,93,"Sometimes|Rarely| Skip|Never|Often",13
1333165,"Choose the answer that best describes how often you can find this kind of support in the past month. Someone to do things with to help you get your mind off things.","mos_ss_17","cope",1333342,0,0,"1333165",1,1,48,"A little of the time| Skip|Most of the time|None of the time|Some of the time|All of the time",8
1333166,"Choose the answer that is true for you in the past month. People are around me but not with me.","ucla_ls8_18","cope",1333342,0,0,"1333166",1,1,95," Skip|Sometimes|Often|Never|Rarely",13
1333167,"In the past 2 weeks, how often have you been bothered by the following problem? Not being able to stop or control worrying.","gad_7_2","cope",1333342,0,0,"1333167",1,1,50," Skip|More than half the days|Several days|Not at all|Nearly every day",9
